"lat","long","Sample_depth_min_cm","Sample_depth_max_cm","sample_type","Sea_Depth_meters_NOAA","Ocean","OBD_IRN","adamsi","bulloides","calida","conglobatus","conglomerata","crassaformis","dehiscens","digitata","dutertrei","falconensis","hexagona","hirsuta","humilis","inflata","menardii","obliquiloculata","pachyderma","quinqueloba","ruber","rubescens","sacculifera","scitula","siphonifera","tenellus","trilobus","truncatulinoides","tumida","universa","glutinata","iota","nitida","pelagica","uvula","various","ssp_richness","total_idind","total_ind"
36.543,13.092,"58","60","deep_core",-1620,"Mediterranean sea",14259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,988
36.543,13.092,"63","64","deep_core",-1620,"Mediterranean sea",14259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,988
36.543,13.092,"67","68","deep_core",-1620,"Mediterranean sea",14259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,988
13.221083,-59.555147,"land","land","land",255,"Bissex Hill, Barbados",NA,0,0,0,0,0,0,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,253,4,23,276
15.217,145.767,"land","land","land",23,"Saipan Island limestone",17204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,17
-77,-156.45,"","","no_info",-155,"Pacific ocean Antartic",14782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,35
-68.32,31.35333,"","","no_info",-974,"Antarctic Indian Ocean",15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,72
-66.63333,-178.78333,"","","no_info",-3511,"Pacific ocean Antartic",31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25
-64.55833,-166.5,"","","no_info",-2846,"Pacific ocean",31168,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12
-64.3,94.78333,"","","no_info",-2514,"Antartic Ocean",32618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
-61.25,-64.71389,"","","no_info",-3314,"Pacific ocean Antartic",19576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,56
-53.63333,169.86667,"","","no_info",-746,"Pacific ocean",17262,0,22,0,0,0,0,0,0,0,0,0,0,0,40,0,0,55,8,0,0,0,1,0,0,0,21,0,5,16,0,0,0,0,0,8,168,168
-50.01667,123.06667,"","","no_info",-3976,"Antarctic Indian Ocean",32657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,12,12
-46,-123,"","","no_info",-4012,"Pacific ocean",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
-44,-50.26667,"","","no_info",-5430,"Atlantic ocean",18263,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18
-42.65,45.66667,"top","","no_info",-2939,"Indian ocean",16146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20
-41.967,-0.25,"","","no_info",-624,"Atlantic ocean",19790,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1,44,273
-40.45,49.81667,"","","no_info",-3780,"Indian ocean",38482,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,87,87
-39.76667,167.75,"","","no_info",-1137,"Pacific ocean, Tasman sea",17031,0,9,0,0,0,3,0,2,0,17,0,49,0,42,0,0,26,7,9,0,0,2,0,0,0,24,0,10,16,0,0,0,0,58,13,216,274
-39.70833,-6.05,"","","no_info",-801,"Atlantic ocean",15795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,157
-37.86667,-17.6,"","","no_info",-2392,"Atlantic ocean",15674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32
-37.15,45.53333,"top","","no_info",-3663,"Indian ocean",16146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10
-33.88333,173.83333,"","","no_info",-2464,"Pacific ocean, Tasman sea",17229,0,38,0,4,0,37,0,2,0,2,0,10,0,32,0,11,15,0,15,2,15,0,0,7,0,16,0,6,18,0,0,0,0,35,16,230,265
-33.7,-78.3,"","","no_info",-3798,"Pacific ocean",34607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
-29.93333,54.1,"","","no_info",-4211,"Indian ocean",34678,0,5,0,9,0,0,9,6,0,0,0,20,0,21,5,0,11,0,11,0,9,6,0,0,0,15,0,0,0,0,0,0,0,10,12,127,137
-28.88333,170,"","","no_info",-3021,"Pacific ocean, Tasman sea",17240,0,35,0,13,0,22,2,7,0,30,0,0,0,71,0,12,20,0,16,2,20,8,0,12,0,20,0,10,21,0,1,1,0,284,19,323,607
-28.00833,112.45833,"","","no_info",-1206,"Indian ocean near coast",36043,0,0,11,8,7,7,6,0,0,0,0,12,0,28,86,3,0,0,24,0,19,0,0,0,0,23,0,0,0,0,0,0,0,63,12,234,297
-26.93667,111.18167,"","","no_info",-3350,"Indian ocean near coast",36053,0,0,18,9,0,0,12,1,0,0,1,0,0,15,66,13,0,0,23,0,34,18,0,1,0,31,0,0,27,0,0,0,0,44,14,269,313
-24.89167,110.39167,"","","no_info",-3829,"Indian ocean near coast",36057,0,0,0,12,0,0,6,2,0,0,0,0,0,12,69,18,1,0,18,0,30,7,0,0,0,34,0,0,18,0,1,0,0,75,13,228,303
-23.23472,56.30417,"","","no_info",-4646,"Indian ocean",34676,0,0,0,12,0,0,5,3,0,0,0,1,15,15,17,5,2,0,9,0,5,0,0,0,0,14,16,0,0,0,0,0,0,17,13,119,136
-21.25,-14.03333,"","","no_info",-3740,"Atlantic ocean",34991,0,0,6,70,0,0,6,4,0,9,0,0,10,9,33,4,0,0,97,5,14,0,0,7,0,4,8,5,15,0,8,9,0,23,19,323,346
-20.95,-175.23333,"","","no_info",-124,"Pacific ocean near Tonga island",17273,1,0,0,15,0,9,0,4,0,2,0,0,0,0,0,0,0,0,13,6,10,2,0,11,0,2,3,3,13,0,5,0,0,28,15,99,127
-19.56667,64.63333,"","","no_info",-2708,"Indian ocean",34671,0,0,7,9,0,1,9,3,0,0,0,0,3,0,13,10,2,0,14,11,9,0,0,10,0,8,9,0,16,0,3,5,0,29,18,142,171
-15.65,-179.0625,"","","no_info",-2519,"Pacific ocean",34993,0,0,0,18,0,0,1,0,0,0,0,0,0,0,24,10,0,0,30,9,31,0,0,21,0,2,12,0,35,0,5,0,0,65,12,198,263
-13.17167,-175.68833,"","","no_info",-3952,"Pacific ocean",36704,0,0,0,14,1,0,3,0,0,0,0,0,0,0,17,17,0,0,23,15,21,0,0,14,0,0,13,0,26,0,3,0,0,55,12,167,222
-12.11667,64.125,"","","no_info",-3322,"Indian ocean",37190,1,0,5,15,8,0,15,3,0,0,7,0,0,0,15,11,3,0,8,0,14,3,0,0,0,0,11,0,15,0,0,0,0,24,15,134,158
-10.21472,178.01444,"","","no_info",-4844,"Pacific ocean",36361,0,0,0,17,5,6,7,0,0,0,0,0,0,0,17,18,0,0,18,6,30,0,0,6,0,2,11,0,26,0,3,0,0,63,14,172,235
-9.68333,-174.625,"","","no_info",-4057,"Pacific ocean",36515,0,0,0,13,3,2,11,0,0,0,0,0,0,0,13,0,0,0,12,0,30,0,0,0,0,0,14,0,15,0,0,0,0,24,9,113,137
-8.41667,65.63333,"","","no_info",-3694,"Indian ocean",37130,0,0,4,13,9,2,17,0,0,0,3,0,0,0,20,11,0,0,2,0,17,2,0,0,0,0,0,0,0,0,0,0,0,24,11,100,124
-7.59167,61.48333,"","","no_info",-3507,"Indian ocean",37148,0,0,3,8,13,0,10,0,0,0,10,0,0,0,19,14,6,0,5,0,21,4,0,0,0,2,11,2,18,0,0,0,0,58,15,146,204
-2.70167,67.38333,"","","no_info",-3594,"Indian ocean",37149,0,0,6,15,9,3,25,3,0,0,14,0,0,0,20,13,5,0,14,0,48,9,0,0,0,0,12,0,6,0,0,0,0,36,15,202,238
-0.7,147,"","","no_info",-2213,"Pacific ocean",33668,0,0,0,14,3,0,1,0,0,0,0,0,2,0,18,18,0,0,11,8,23,0,0,0,0,0,9,0,22,0,0,0,0,36,11,129,165
-0.027,-15.942,"","","no_info",-3226,"Atlantic ocean",34297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,55
1.21333,-161.83667,"","","no_info",-4634,"Pacific ocean",36683,0,0,0,3,11,1,4,0,0,0,0,0,0,0,5,12,0,0,2,0,12,0,0,0,0,2,18,0,0,0,0,0,0,19,10,70,89
2.9,-33.158,"","","no_info",-3543,"Atlantic ocean",18564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,57
4.785,118.725,"","","no_info",-15,"Darvel Bay / Pacific Ocean",17156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,54
4.805,118.62,"","","no_info",-5,"Darvel Bay / Pacific Ocean",15861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
4.85,118.585,"","","no_info",-4,"Darvel Bay / Pacific Ocean",15857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,24
7.08333,73.80417,"","","no_info",-2658,"Indian ocean near coast",35238,1,0,5,8,8,0,13,3,0,0,3,0,0,0,20,7,3,0,10,9,11,9,0,6,0,0,1,0,12,0,1,0,0,38,18,130,168
7.19333,63.0425,"various levels in core","","no_info",-4346,"Indian ocean",30724,1,0,0,11,4,8,7,6,0,0,6,0,10,0,5,8,13,0,15,6,9,0,0,6,0,6,9,4,6,0,2,0,0,38,20,142,180
7.75,144.333,"","","no_info",-3063,"Pacific ocean",33712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
18.233,-76.6,"","","no_info",-606,"Atlantic Ocean near Jamaica",16480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
18.63333,69.16667,"","","no_info",-3261,"Indian ocean",37299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,2,20,22
20.44222,68.84028,"","","no_info",-2680,"Indian ocean/Arabian sea",35818,1,13,0,6,1,0,1,0,0,5,0,0,0,0,15,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,23,9,72,95
23.16667,-82.33333,"","","no_info",-136,"Atlantic ocean near coast; Mexico Gulf",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
24.33333,-24.46667,"","","no_info",-5153,"Atlantic ocean",33286,0,0,0,0,0,6,0,0,0,0,0,0,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,65
25.75,-20.23333,"","","no_info",-3233,"Atlantic ocean",33173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,29
25.86667,-19.36667,"","","no_info",-3668,"Atlantic ocean",33061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,81
28.05417,-17.45,"","","no_info",-2167,"Atlantic ocean",32864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52
28.5,-77.51667,"","","no_info",-1134,"Atlantic ocean near coast",18031,0,9,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,18,0,0,0,0,11,3,0,373,7,84,457
30.9,-78.683,"","","no_info",-821,"Atlantic ocean near coast",16621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1,47,47
32.6,-117.38167,"","","no_info",-210,"Pacific ocean near coast",NA,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
33.216667,-18.216667,"","","no_info",-3194,"Atlantic ocean",31684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,94
33.45556,-118.31667,"","","no_info",-845,"Pacific ocean near coast",16381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38.86667,10.58333,"","","no_info",-2643,"Mediterranean sea",15976,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,19
39.208,-70.242,"","","no_info",-2731,"Atlantic ocean",31945,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,81
51.78333,166.43333,"","","no_info",-3359,"Pacific ocean",38352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,40
56.683,-18.775,"","","no_info",-1306,"Atlantic ocean near Arctic",12776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20
60.03333,-50.83333,"","","no_info",-3203,"Atlantic ocean Arctic",15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12
60.48528,-16.16889,"","","no_info",-2419,"Atlantic ocean",31428,0,40,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,68
62.35,-27.61667,"","","no_info",-1472,"Atlantic ocean Artic",15729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,89
68.48333,2.88333,"","","no_info",-2769,"Atlantic ocean Artic",12985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,41
70.36667,1.1,"","","no_info",-3220,"Artic Atlantic ocean",13652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12
73.16667,-2.23333,"","","no_info",-2442,"Atlantic ocean Artic",38887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11
77.075,-159.83667,"","","no_info",-2056,"Artic Ocean",16486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334,334
77.69167,-164.35833,"","","no_info",-287,"Artic Ocean",16489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,137
77.96667,5.16667,"","","no_info",-2468,"Artic Atlantic ocean",14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10
85.25,-167.9,"","","no_info",-1774,"Artic Ocean",14609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90
-48.475,-113.28333,"0","8","top_core",-2677,"Pacific Ocean",16648,0,20,0,0,0,0,0,2,0,0,0,0,0,24,0,0,33,14,0,0,0,8,0,0,0,20,0,0,13,2,0,0,0,0,9,136,136
-46.75,-123,"6","11","top_core",-4030,"Pacific Ocean",16647,0,34,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,3,100,100
-43.8,-108.15,"0","2","top_core",-3132,"Pacific Ocean",16367,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,27,27
-43.71667,-107.6,"3","7","top_core",-3141,"Pacific Ocean",16649,0,0,0,0,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,4,29,31
-41.967,-0.25,"Top of the core","0","top_core",-624,"Atlantic ocean",19790,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1,44,273
-27.15,-109.83333,"10","14","top_core",-2819,"Pacific ocean",16652,0,0,0,20,0,17,0,4,0,3,3,0,6,0,0,0,0,5,12,10,13,0,0,15,0,8,1,0,13,5,10,0,0,8,16,145,153
-26.31667,-147.11667,"3","7","top_core",-2312,"Pacific Ocean",16646,0,0,0,10,0,12,11,0,0,0,0,0,0,6,0,0,0,0,24,0,15,0,0,0,0,4,0,0,0,0,3,0,0,12,8,85,97
-24.7,73.083,"2","6","top_core",-4413,"Indian ocean",18487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,68
-23.60833,-118.225,"7","11","top_core",-3362,"Pacific ocean",16656,1,14,0,18,5,36,2,7,0,0,3,0,17,0,0,0,0,0,11,4,15,16,0,19,0,9,0,0,7,0,15,5,0,21,18,204,225
-19.475,-173.73333,"0","3","top_core",-4347,"Pacific ocean",16365,0,0,0,14,0,8,4,0,0,0,0,0,0,0,0,0,0,0,18,0,15,8,0,6,0,0,0,7,0,0,5,0,0,12,9,85,97
-18.35,62.06667,"5","8","top_core",-3407,"Indian ocean",18483,0,0,6,18,0,62,19,1,0,11,2,0,12,2,23,27,3,0,18,6,0,2,0,0,0,0,13,15,8,0,1,0,1,165,20,250,415
-18.33333,-79.34167,"8","12","top_core",-3157,"Pacific ocean",16650,0,15,0,2,7,5,4,0,0,0,7,12,0,13,0,4,0,0,6,0,14,7,0,0,0,0,0,0,0,8,0,0,0,27,13,104,131
-16.41667,66.03333,"4","9","top_core",-2810,"Indian ocean",16657,0,0,0,9,7,0,7,0,0,0,4,0,16,0,16,6,0,0,9,13,15,4,0,9,0,7,4,0,19,0,4,0,0,22,16,149,171
-15.925,-117.23,"0","1","top_core",-3225,"Pacific ocean",16366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
-15.21833,-117.50667,"1","4","top_core",-3641,"Pacific ocean",16642,0,0,0,6,7,4,0,0,0,0,0,0,9,0,0,6,0,0,4,0,11,0,0,0,0,0,9,0,9,0,0,0,0,12,9,65,77
-14.73333,-112.1,"12","15","top_core",-3034,"Pacific ocean",16653,0,0,10,7,8,2,5,0,0,0,11,0,15,0,16,8,0,0,18,16,17,20,0,6,0,0,0,0,17,0,0,0,0,34,15,176,210
