"lat","long","lat_deg","lat_min","lat_sec","lat_N_S","long_deg","long_min","long_sec","long_W_E","tow","sample_depth_min","sample_depth_max","sample_type","buckley_sea_depth","NOAA_sea_depth","Diff_Buckley_NOAA","Ocean","OBD_IRN","acostaensis","adamsi","altispira","anfracta","bollii","bulloides","calida","conglobatus","conglomerata","crassaformis","dehiscens","decoraperta","digitata","dutertrei","falconensis","fohsi","glomerosa","glutinata","hexagona","hirsuta","humerosa","humilis","inflata","iota","insueta","mayeri","menardii","minuta","mitra","multicamerata","nepenthes","nitida","obliquiloculata","obliquus","pachyderma","pelagica","praepumilio","primalis","pseudofoliata","pumilio","punctulata","quinqueloba","ruber","rubescens","sacculifera","scitula","seminulina","siphonifera","spectabilis","subdehiscens","tenellus","tosaensis","trilobus","truncatulinoides","tumida","universa","uvula","venezuelana","various","ssp_richness","total_idind","total_ind"
28.5,-77.51667,28,30,0,"N",77,31,0,"W",0,"no_info","no_info","no_info","",-1134,NA,"Atlantic ocean near coast",18031,0,0,17,0,0,9,0,10,0,0,0,0,0,0,8,0,0,0,0,0,37,0,0,0,0,0,0,0,15,0,23,11,0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,11,0,0,0,0,0,18,0,0,0,22,248,13,209,457
-40.4,49.81667,40,24,0,"S",49,49,0,"E",0,"no_info","no_info","no_info","3914",-3406,508,"Indian ocean",38482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,6
-42,-49.71667,42,0,0,"S",49,43,0,"W",1,"tow","tow","tow","",-5094,NA,"Atlantic ocean",18573,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,3,130,130
-24.5,112.51667,24,30,0,"S",112,31,0,"E",1,"tow","tow","tow","50",-114,NA,"Indian ocean near coast",18597,0,0,0,0,0,2,0,1,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8,0,2,0,0,1,0,0,0,0,0,8,0,0,0,0,1,11,49,50
-26.91667,111.56667,26,55,0,"S",111,34,0,"E",1,"tow","tow","tow","50",-2096,NA,"Indian ocean near coast",18599,0,0,0,0,0,0,1,3,0,0,0,0,0,13,0,0,0,2,0,0,0,0,2,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,10,0,0,0,0,0,11,66,66
-28.21667,113.28333,28,13,0,"S",113,17,0,"E",1,"tow","tow","tow","50",-431,NA,"Indian ocean near coast",18600,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,9,0,0,0,0,0,5,57,57
-23.95,113.1,23,57,0,"S",113,6,0,"E",1,"tow","tow","tow","50",-98,NA,"Indian ocean near coast",18619,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,34,34
-28.36667,112.98333,28,22,0,"S",112,59,0,"E",1,"tow","tow","tow","50",-866,NA,"Indian ocean near coast",18601,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,16,16
-19.475,-173.73333,19,28,30,"S",173,44,0,"W",0,"core = 2","core = 2","many_cores","2780",-4347,-1567,"Pacific ocean",16365,0,0,0,0,0,0,0,9,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,15,8,0,12,0,0,6,0,0,0,0,7,0,0,5,10,92,97
26.7,-39.38333,26,42,0,"N",39,23,0,"W",0,"core = 14","core = 14","many_cores","4517",-4741,-224,"Atlantic ocean",18560,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770,7,84,1854
-15.66667,112.73333,15,40,0,"S",112,44,0,"E",0,"core = 2","core = 2","many_cores","3653",-4291,-638,"Indian ocean",18480,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,99,2,9,108
-40.5,-48.18333,40,30,0,"S",48,11,0,"W",1,"tow","tow","tow","",-5324,NA,"Atlantic ocean",18267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8
-37.5,-45.33333,37,30,0,"S",45,20,0,"W",1,"tow","tow","tow","",-5120,NA,"Atlantic ocean",18268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3
13.13333,86.2,13,8,0,"N",86,12,0,"E",1,"tow","tow","tow","0-250",-3151,NA,"Indian ocean, Bay of Bengal",18717,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,0,0,11,6,68,79
60.48528,-16.16889,60,29,7,"N",16,10,8,"W",0,"no_info","no_info","no_info","2538",-2419,119,"Atlantic ocean",31428,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,68
-40.45,49.81667,40,24,0,"S",49,49,0,"E",0,"no_info","no_info","no_info","3914",-3780,134,"Indian ocean",38482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,81
-47.5,-52.71667,47,30,0,"S",52,43,0,"W",1,"tow","tow","tow","0",-6077,NA,"Atlantic ocean",18264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25
-40,-144.76667,40,0,0,"S",144,46,0,"W",1,"tow","tow","tow","0-10",-5376,NA,"Pacific ocean",NA,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,69,69
-28.933333,113.1,28,56,0,"S",113,6,0,"E",1,"tow","tow","tow","50",-2746,NA,"Indian ocean",18602,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,0,0,0,0,0,7,0,0,0,0,2,8,75,77
-30.7,114.68333,30,42,0,"S",114,41,0,"E",1,"tow","tow","tow","50",-210,NA,"Indian ocean near coast",18604,0,0,0,0,0,0,1,2,0,0,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,31,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,11,68,69
-30.5,114.63333,30,30,0,"S",114,38,0,"E",1,"tow","tow","tow","50",-298,NA,"Indian ocean near coast",18620,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,22,22
35.68333,-4.08333,35,41,0,"N",4,5,0,"W",0,"core = 10","core = 10","many_cores","1498",-1500,-2,"Mediterranean sea",NA,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,123,0,41,0,0,30,0,0,0,0,0,0,0,35,0,0,339,7,675,1014
34.75,-157.66667,34,45,0,"N",157,40,0,"W",1,"tow","tow","tow","0-164",-5962,NA,"Pacific ocean",16374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
35.66667,-160.71667,35,40,0,"N",160,43,0,"W",1,"tow","tow","tow","0-85",-5923,NA,"Pacific ocean",16375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.58333,-163.76667,36,35,0,"N",163,46,0,"W",1,"tow","tow","tow","0-135",-5450,NA,"Pacific ocean",16376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
85.25,-167.9,85,15,0,"N",167,54,0,"W",0,"no_info","no_info","no_info","1842",-1774,68,"Artic Ocean",14609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90
77.075,-159.83667,77,4,6,"N",159,50,12,"W",0,"no_info","no_info","no_info","2130",-2056,74,"Artic Ocean",16486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,334,334
-77,-156.45,77,0,0,"S",156,27,0,"W",0,"no_info","no_info","no_info","",-155,NA,"Pacific ocean Antartic",14782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,35
62.35,-27.61667,62,21,0,"N",27,37,0,"W",0,"no_info","no_info","no_info","1289",-1472,-183,"Atlantic ocean Artic",15729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,89
-37.86667,-17.6,37,52,0,"S",17,36,0,"W",0,"no_info","no_info","no_info","",-2392,NA,"Atlantic ocean",15674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32
68.48333,2.88333,68,29,0,"N",2,53,0,"E",0,"no_info","no_info","no_info","",-2769,NA,"Atlantic ocean Artic",12985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,41
51.78333,166.43333,51,47,0,"N",166,26,0,"E",0,"no_info","no_info","no_info","3467",-3359,108,"Pacific ocean",38352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,40
-66.63333,-178.78333,66,38,0,"S",178,47,0,"W",0,"no_info","no_info","no_info","3592",-3511,81,"Pacific ocean Antartic",31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25
73.16667,-2.23333,73,10,0,"N",2,14,0,"W",0,"no_info","no_info","no_info","2498",-2442,56,"Atlantic ocean Artic",38887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11
-64.3,94.78333,64,18,0,"S",94,47,0,"E",0,"no_info","no_info","no_info","2377",-2514,-137,"Antartic Ocean",32618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
60.03333,-50.83333,60,2,0,"N",50,50,0,"W",0,"no_info","no_info","no_info","3305",-3203,102,"Atlantic ocean Arctic",15728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12
-64.55833,-166.5,64,33,30,"S",166,30,0,"W",0,"no_info","no_info","no_info","2926",-2846,80,"Pacific ocean",31168,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,12
-61.25,-64.71389,61,15,0,"S",64,42,50,"W",0,"no_info","no_info","no_info","3350",-3314,36,"Pacific ocean Antartic",19576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,56
77.69167,-164.35833,77,41,30,"N",164,21,30,"W",0,"no_info","no_info","no_info","275",-287,-12,"Artic Ocean",16489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,137
51.51667,-144.65,51,31,0,"N",144,39,0,"W",0,"7","10","top_core","",-4054,NA,"Pacific Ocean",16658,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,36
-49.18333,-53.61667,49,11,0,"S",53,37,0,"W",1,"tow","tow","tow","0",-2126,NA,"Atlantic ocean",18330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,47
-62.96167,-115.27833,62,57,42,"S",115,16,42,"W",1,"tow","tow","tow","100-250",-5129,NA,"Pacific ocean",18724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,49
-65.85667,-115.06667,65,51,24,"S",115,4,0,"W",1,"tow","tow","tow","0-10",-4825,NA,"Antarctic Pacific Ocean",18725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16
-70.04,-115.08333,70,2,24,"S",115,5,0,"W",1,"tow","tow","tow","0-2000",-3715,NA,"Antarctic Pacific Ocean",18727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,43
-66.87667,-115.52,66,52,36,"S",115,31,12,"W",1,"tow","tow","tow","250-500",-4721,NA,"Antarctic Pacific Ocean",18726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,73,73
53.25,-161.91667,53,15,0,"N",161,55,0,"W",1,"tow","tow","tow","0-143",-6659,NA,"Pacific ocean Artic",16371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
52.48333,-176.15,52,29,0,"N",176,9,0,"W",1,"tow","tow","tow","0-143",-3388,NA,"Pacific ocean Artic",16372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
45.1,-170.13333,45,6,0,"N",170,8,0,"W",1,"tow","tow","tow","0-143",-6359,NA,"Pacific ocean",16373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
-68.32,31.35333,68,19,12,"S",31,21,12,"E",0,"no_info","no_info","no_info","700",-974,-274,"Antarctic Indian Ocean",15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,72
38.86667,10.58333,38,52,0,"N",10,35,0,"E",0,"no_info","no_info","no_info","2444",-2643,-199,"Mediterranean sea",15976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,16,19
-42.65,45.66667,42,39,0,"S",45,40,0,"E",0,"no_info","no_info","no_info","2995",-2939,56,"Indian ocean",16146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20
-37.15,45.53333,37,9,0,"S",45,32,0,"E",0,"no_info","no_info","no_info","3640",-3663,-23,"Indian ocean",16146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10
-44,-50.26667,44,0,0,"S",50,16,0,"W",0,"no_info","no_info","no_info","",-5430,NA,"Atlantic ocean",18263,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18
16.90333,69.73333,16,54,12,"N",69,44,0,"E",1,"tow","tow","tow","0-200",-3622,NA,"Indian ocean",NA,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7
8.18333,75.21667,8,11,0,"N",75,13,0,"E",1,"tow","tow","tow","50",-2472,NA,"Indian ocean",18581,0,0,0,0,0,10,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,35,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,132,132
6.86667,77.71667,6,52,0,"N",77,43,0,"E",1,"tow","tow","tow","50",-2284,NA,"Indian ocean near coast",18582,0,0,0,0,0,15,0,1,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,22,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,110,112
-30.43333,114.61667,30,26,0,"S",114,37,0,"E",1,"tow","tow","tow","50",-270,NA,"Indian ocean near coast",18603,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,15
-6.38333,112.56667,6,23,0,"S",112,34,0,"E",1,"tow","tow","tow","50",-30,NA,"Java Sea",18607,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,3,8,56,59
-6.73333,114.41667,6,44,0,"S",114,25,0,"E",1,"tow","tow","tow","50",-77,NA,"Java Sea",18608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,23
-11.7,-109.71667,11,42,0,"S",109,43,0,"W",0,"0","3","top_core","3230",-3296,-66,"Pacific ocean",16370,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12
4.3,80.13333,4,18,0,"N",80,8,0,"E",1,"tow","tow","tow","500-1000",-4379,NA,"Indian ocean near coast",18720,0,2,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,1,9,44,45
5.91667,80.13333,5,55,0,"N",80,8,0,"E",1,"tow","tow","tow","50",-70,NA,"Indian ocean near coast",18584,0,0,0,0,0,0,6,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,31
-18.38333,113.38333,18,23,0,"S",113,23,0,"E",1,"tow","tow","tow","50",-1590,NA,"Indian ocean",18612,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,3,0,6,0,0,1,0,0,0,0,0,0,0,4,0,0,0,9,60,60
5.11667,92.75,5,7,0,"N",92,45,0,"E",1,"tow","tow","tow","50",-4406,NA,"Indian ocean",18589,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,50,50
5.18333,88.11667,5,11,0,"N",88,7,0,"E",1,"tow","tow","tow","50",-3936,NA,"Indian ocean",18587,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,17,2,16,0,0,9,0,0,0,0,0,0,0,0,0,0,4,6,52,56
77.96667,5.16667,77,58,0,"N",5,10,0,"E",0,"no_info","no_info","no_info","",-2468,NA,"Artic Atlantic ocean",14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10
70.36667,1.1,70,22,0,"N",1,6,0,"E",0,"no_info","no_info","no_info","",-3220,NA,"Artic Atlantic ocean",13652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12
33.45556,-118.31667,33,27,20,"N",118,19,0,"W",0,"no_info","no_info","no_info","",-845,NA,"Pacific ocean near coast",16381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
-43.8,-108.15,43,48,0,"S",108,9,0,"W",0,"0","2","top_core","3080",-3132,-52,"Pacific Ocean",16367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,27
